# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	18253	18582	-	WP_045981284.1	WP_045981284.1		DUF3140 domain-containing protein			FHD68_RS05880	330	109	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	18699	19895	+							FHD68_RS05885	1197		old_locus_tag=FHD68_05890
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	18699	19895	+	WP_127898674.1	WP_127898674.1		DUF1624 domain-containing protein			FHD68_RS05885	1197	398	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	19897	20757	-							FHD68_RS05890	861		old_locus_tag=FHD68_05895
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	19897	20757	-	WP_127899382.1	WP_127899382.1		DMT family transporter			FHD68_RS05890	861	286	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	20903	21646	-							FHD68_RS05895	744		old_locus_tag=FHD68_05900
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	20903	21646	-	WP_045981286.1	WP_045981286.1		YebC/PmpR family DNA-binding transcriptional regulator			FHD68_RS05895	744	247	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	21771	21998	-							FHD68_RS05900	228		old_locus_tag=FHD68_05905
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	21771	21998	-	WP_045981287.1	WP_045981287.1		hypothetical protein			FHD68_RS05900	228	75	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	22121	23905	-							FHD68_RS05905	1785		old_locus_tag=FHD68_05910
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	22121	23905	-	WP_045999020.1	WP_045999020.1		SLC13 family permease			FHD68_RS05905	1785	594	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	24008	24823	-							FHD68_RS05910	816		old_locus_tag=FHD68_05915
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	24008	24823	-	WP_127898675.1	WP_127898675.1		YmdB family metallophosphoesterase			FHD68_RS05910	816	271	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	24924	25130	-							FHD68_RS05915	207		old_locus_tag=FHD68_05920
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	24924	25130	-	WP_042248736.1	WP_042248736.1		cold-shock protein			FHD68_RS05915	207	68	
gene	tRNA	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	25286	25360	-							FHD68_RS05920	75		old_locus_tag=FHD68_05925
tRNA		GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	25286	25360	-				tRNA-Thr			FHD68_RS05920	75		anticodon=TGT
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	25391	27097	-							FHD68_RS05925	1707		old_locus_tag=FHD68_05930
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	25391	27097	-	WP_127898676.1	WP_127898676.1		iron ABC transporter permease			FHD68_RS05925	1707	568	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	27213	28088	+							FHD68_RS05930	876		old_locus_tag=FHD68_05935
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	27213	28088	+	WP_045981290.1	WP_045981290.1		hypothetical protein			FHD68_RS05930	876	291	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	28119	28370	-							FHD68_RS05935	252		old_locus_tag=FHD68_05940
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	28119	28370	-	WP_042248738.1	WP_042248738.1		DUF2312 domain-containing protein			FHD68_RS05935	252	83	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	28482	28709	+							FHD68_RS05940	228		old_locus_tag=FHD68_05945
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	28482	28709	+	WP_045981291.1	WP_045981291.1		hypothetical protein			FHD68_RS05940	228	75	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	28717	29166	+							FHD68_RS05945	450		old_locus_tag=FHD68_05950
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	28717	29166	+	WP_127898677.1	WP_127898677.1		D-tyrosyl-tRNA(Tyr) deacylase			FHD68_RS05945	450	149	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	29553	30794	+							FHD68_RS05950	1242		old_locus_tag=FHD68_05955
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	29553	30794	+	WP_045981350.1	WP_045981350.1		DEAD/DEAH box helicase			FHD68_RS05950	1242	413	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	30906	31478	+							FHD68_RS05955	573		old_locus_tag=FHD68_05960
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	30906	31478	+	WP_127898678.1	WP_127898678.1		thymidine kinase			FHD68_RS05955	573	190	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	31567	32721	+							FHD68_RS05960	1155		old_locus_tag=FHD68_05965
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	31567	32721	+	WP_127898679.1	WP_127898679.1		D-alanyl-D-alanine carboxypeptidase			FHD68_RS05960	1155	384	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	32721	33317	+					tmk		FHD68_RS05965	597		old_locus_tag=FHD68_05970
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	32721	33317	+	WP_127898680.1	WP_127898680.1		dTMP kinase	tmk		FHD68_RS05965	597	198	
gene	pseudogene	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	33314	33537	+							FHD68_RS05970	224		partial;pseudo;old_locus_tag=FHD68_05975
CDS	without_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000024.1	33314	33537	+				DNA polymerase III subunit delta'			FHD68_RS05970	224		partial;pseudo
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000253.1	266	1072	+							FHD68_RS18605	807		old_locus_tag=FHD68_18600
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000253.1	266	1072	+	WP_139086606.1	WP_139086606.1		AraC family transcriptional regulator			FHD68_RS18605	807	268	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000254.1	65	1254	+							FHD68_RS18610	1190		old_locus_tag=FHD68_18605
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000254.1	65	1254	+	WP_139086608.1	WP_139086608.1		IS3 family transposase			FHD68_RS18610	1191	396	ribosomal_slippage
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000255.1	195	776	+							FHD68_RS18615	582		old_locus_tag=FHD68_18610
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000255.1	195	776	+	WP_139086610.1	WP_139086610.1		hypothetical protein			FHD68_RS18615	582	193	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000255.1	890	1072	-							FHD68_RS18620	183		old_locus_tag=FHD68_18615
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000255.1	890	1072	-	WP_139086612.1	WP_139086612.1		hypothetical protein			FHD68_RS18620	183	60	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000256.1	1	486	-							FHD68_RS18625	486		partial;old_locus_tag=FHD68_18620
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000256.1	1	486	-	WP_139086615.1	WP_139086615.1		DAK2 domain-containing protein			FHD68_RS18625	486	162	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000256.1	532	1158	-					dhaL		FHD68_RS18630	627		old_locus_tag=FHD68_18625
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000256.1	532	1158	-	WP_139086617.1	WP_139086617.1		dihydroxyacetone kinase subunit L	dhaL		FHD68_RS18630	627	208	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000257.1	1	1003	-							FHD68_RS18635	1003		partial;old_locus_tag=FHD68_18630
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000257.1	1	1003	-	WP_139086619.1	WP_139086619.1		4-hydroxythreonine-4-phosphate dehydrogenase			FHD68_RS18635	1003	334	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000257.1	1061	1212	-							FHD68_RS18640	152		partial;old_locus_tag=FHD68_18635
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000257.1	1061	1212	-	WP_139086621.1	WP_139086621.1		DAK2 domain-containing protein			FHD68_RS18640	152	49	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000258.1	31	1146	-					tuf		FHD68_RS18645	1116		partial;old_locus_tag=FHD68_18640
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000258.1	31	1146	-	WP_139086623.1	WP_139086623.1		elongation factor Tu	tuf		FHD68_RS18645	1116	371	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000259.1	1	649	-							FHD68_RS18650	649		partial;old_locus_tag=FHD68_18645
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000259.1	1	649	-	WP_139086625.1	WP_139086625.1		acyltransferase			FHD68_RS18650	649	216	partial
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000260.1	176	436	+							FHD68_RS18655	261		old_locus_tag=FHD68_18650
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000260.1	176	436	+	WP_127898727.1	WP_127898727.1		hypothetical protein			FHD68_RS18655	261	86	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000260.1	572	922	+							FHD68_RS18660	351		old_locus_tag=FHD68_18655
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000260.1	572	922	+	WP_127898728.1	WP_127898728.1		hypothetical protein			FHD68_RS18660	351	116	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000261.1	16	973	-							FHD68_RS18665	958		old_locus_tag=FHD68_18660
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000261.1	16	973	-	WP_139086627.1	WP_139086627.1		IS630 family transposase			FHD68_RS18665	957	318	ribosomal_slippage
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000262.1	58	990	-							FHD68_RS18670	933		old_locus_tag=FHD68_18665
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000262.1	58	990	-	WP_007803217.1	WP_007803217.1		IS5-like element ISRhba5 family transposase			FHD68_RS18670	933	310	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	382	1431	+							FHD68_RS05975	1050		old_locus_tag=FHD68_05980
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	382	1431	+	WP_139085364.1	WP_139085364.1		hypothetical protein			FHD68_RS05975	1050	349	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	1422	2522	+							FHD68_RS05980	1101		old_locus_tag=FHD68_05985
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	1422	2522	+	WP_139085366.1	WP_139085366.1		hypothetical protein			FHD68_RS05980	1101	366	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	2635	2847	+							FHD68_RS05985	213		old_locus_tag=FHD68_05990
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	2635	2847	+	WP_139085368.1	WP_139085368.1		hypothetical protein			FHD68_RS05985	213	70	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	2844	3302	+							FHD68_RS05990	459		old_locus_tag=FHD68_05995
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	2844	3302	+	WP_139085370.1	WP_139085370.1		hypothetical protein			FHD68_RS05990	459	152	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	3357	3560	-							FHD68_RS05995	204		old_locus_tag=FHD68_06000
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	3357	3560	-	WP_139085372.1	WP_139085372.1		hypothetical protein			FHD68_RS05995	204	67	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	3700	4374	+							FHD68_RS06000	675		old_locus_tag=FHD68_06005
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	3700	4374	+	WP_139085374.1	WP_139085374.1		hypothetical protein			FHD68_RS06000	675	224	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	4553	5593	+							FHD68_RS06005	1041		old_locus_tag=FHD68_06010
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	4553	5593	+	WP_139085376.1	WP_139085376.1		integrase			FHD68_RS06005	1041	346	
gene	tRNA	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	5645	5728	-							FHD68_RS06010	84		old_locus_tag=FHD68_06015
tRNA		GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	5645	5728	-				tRNA-Leu			FHD68_RS06010	84		anticodon=CAA
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	5839	6795	-					lipA		FHD68_RS06015	957		old_locus_tag=FHD68_06020
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	5839	6795	-	WP_127898421.1	WP_127898421.1		lipoyl synthase	lipA		FHD68_RS06015	957	318	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	6889	7797	-							FHD68_RS06020	909		old_locus_tag=FHD68_06025
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	6889	7797	-	WP_127898420.1	WP_127898420.1		hydrogen peroxide-inducible genes activator			FHD68_RS06020	909	302	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	7872	9017	-							FHD68_RS06025	1146		old_locus_tag=FHD68_06030
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	7872	9017	-	WP_127898419.1	WP_127898419.1		helix-turn-helix domain-containing protein			FHD68_RS06025	1146	381	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	9234	9569	+							FHD68_RS06030	336		old_locus_tag=FHD68_06035
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	9234	9569	+	WP_045980859.1	WP_045980859.1		hypothetical protein			FHD68_RS06030	336	111	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	9573	11123	-							FHD68_RS06035	1551		old_locus_tag=FHD68_06040
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	9573	11123	-	WP_127898418.1	WP_127898418.1		DUF853 family protein			FHD68_RS06035	1551	516	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	11589	12389	+							FHD68_RS06040	801		old_locus_tag=FHD68_06045
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	11589	12389	+	WP_127898417.1	WP_127898417.1		invasion associated locus B family protein			FHD68_RS06040	801	266	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	12465	13673	-							FHD68_RS06045	1209		old_locus_tag=FHD68_06050
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	12465	13673	-	WP_045980892.1	WP_045980892.1		beta-ketoacyl-[acyl-carrier-protein] synthase family protein			FHD68_RS06045	1209	402	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	13760	14026	-							FHD68_RS06050	267		old_locus_tag=FHD68_06055
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	13760	14026	-	WP_045980857.1	WP_045980857.1		phosphopantetheine-binding protein			FHD68_RS06050	267	88	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	14039	15139	-					lpxD		FHD68_RS06055	1101		old_locus_tag=FHD68_06060
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	14039	15139	-	WP_045980856.1	WP_045980856.1		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	lpxD		FHD68_RS06055	1101	366	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	15210	16853	-							FHD68_RS06060	1644		old_locus_tag=FHD68_06065
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	15210	16853	-	WP_127899350.1	WP_127899350.1		peptidoglycan-binding protein			FHD68_RS06060	1644	547	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	17169	17732	+							FHD68_RS06065	564		old_locus_tag=FHD68_06070
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	17169	17732	+	WP_045980855.1	WP_045980855.1		DUF882 domain-containing protein			FHD68_RS06065	564	187	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	17866	18450	+							FHD68_RS06070	585		old_locus_tag=FHD68_06075
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	17866	18450	+	WP_127898416.1	WP_127898416.1		TetR/AcrR family transcriptional regulator			FHD68_RS06070	585	194	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	18447	19049	-							FHD68_RS06075	603		old_locus_tag=FHD68_06080
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	18447	19049	-	WP_127898415.1	WP_127898415.1		TetR family transcriptional regulator			FHD68_RS06075	603	200	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	19206	20531	+							FHD68_RS06080	1326		old_locus_tag=FHD68_06085
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	19206	20531	+	WP_045980854.1	WP_045980854.1		aspartate aminotransferase family protein			FHD68_RS06080	1326	441	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	20616	21860	+							FHD68_RS06085	1245		old_locus_tag=FHD68_06090
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	20616	21860	+	WP_127899349.1	WP_127899349.1		Zn-dependent hydrolase			FHD68_RS06085	1245	414	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	21930	23381	+					hydA		FHD68_RS06090	1452		old_locus_tag=FHD68_06095
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	21930	23381	+	WP_127898414.1	WP_127898414.1		dihydropyrimidinase	hydA		FHD68_RS06090	1452	483	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	23383	24156	+							FHD68_RS06095	774		old_locus_tag=FHD68_06100
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	23383	24156	+	WP_045980852.1	WP_045980852.1		ABC transporter ATP-binding protein			FHD68_RS06095	774	257	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	24149	25018	+							FHD68_RS06100	870		old_locus_tag=FHD68_06105
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	24149	25018	+	WP_139085378.1	WP_139085378.1		ABC transporter permease			FHD68_RS06100	870	289	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	25015	25947	+							FHD68_RS06105	933		old_locus_tag=FHD68_06110
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	25015	25947	+	WP_127898411.1	WP_127898411.1		ABC transporter permease			FHD68_RS06105	933	310	
gene	protein_coding	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	26000	26983	+							FHD68_RS06110	984		old_locus_tag=FHD68_06115
CDS	with_protein	GCF_006151785.1	Primary Assembly	unplaced scaffold		NZ_VDDD01000025.1	26000	26983	+	WP_139085380.1	WP_139085380.1		ABC transporter substrate-binding protein			FHD68_RS06110	984	327	
